"","x"
"799","RT @ClaGentilli: Os ataques a Bolsonaro são contantes, indutivos, quando não mentirosos, logo há a reação natural. Querem agora a todo cust…"
"800","RT @carlajessica45: Meu presente caso o bolsonaro se eleger presidente!!! <U+2665>
#Bolsonaro2018 https://t.co/DBjBNmS7th"
"801","Jair Bolsonaro é ridículo. Um embuste. Joga no Google. Um babaca sem precedentes - grosso - limitado, e de mito não… https://t.co/xFA8fmlDJ1"
"802","RT @Esseteucu: Debate politico na tv 2018

- candidato quais são suas propostas a respeito da economia deste país? 
 
bolsonaro: https://t.…"
"803","RT @conexaopolitica: URGENTE! Juízes federais que julgarão o ex-presidente Lula estão retirando seus familiares de Porto Alegre por causa a…"
"804","RT @FOlCEDESP: Deputado milionário:
Bolsonaro teria pago 140 milhões de cruzeiros em sua primeira casa https://t.co/hlSETk18OH"
"805","RT @BlogdoNoblat: Meus parabéns aos eleitores de Bolsonaro. Vcs deram um impressionante exemplo de mobilização ao responderem à enquete do…"
"806","RT @Esseteucu: Debate politico na tv 2018

- candidato quais são suas propostas a respeito da economia deste país? 
 
bolsonaro: https://t.…"
"807","RT @BolsonaroSP: MOTIVOS QUE ME FAZEM CURTIR BOLSONARO.
*Via @Bopressor20 https://t.co/QepaOEEKo5"
"808","RT @BlogdoNoblat: Meus parabéns aos eleitores de Bolsonaro. Vcs deram um impressionante exemplo de mobilização ao responderem à enquete do…"
"809","RT @Esseteucu: Debate politico na tv 2018

- candidato quais são suas propostas a respeito da economia deste país? 
 
bolsonaro: https://t.…"
"810","RT @Esseteucu: Debate politico na tv 2018

- candidato quais são suas propostas a respeito da economia deste país? 
 
bolsonaro: https://t.…"
"811","RT @BlogdoNoblat: Meus parabéns aos eleitores de Bolsonaro. Vcs deram um impressionante exemplo de mobilização ao responderem à enquete do…"
"812","RT @FOlCEDESP: Bolsonaro estaria dando dinheiro público para chineses https://t.co/sSl9m5VjfG"
"813","RT @FOlCEDESP: Bolsonaro estaria dando dinheiro público para chineses https://t.co/sSl9m5VjfG"
"814","PSOL não pode se limitar a ser ‘anti-Bolsonaro’, diz Medeiros https://t.co/0nCQ6dPk71"
"815","@delduque @edmarpaz @mafiasummer @SaoBlack Quanto ele mencionou em estatizar algo? 

Mas oras.... vcs falam quem em… https://t.co/dAFheSG6hO"
"816","RT @leandroruschel: Juízes federais que julgarão o meliante Lula retiram familiares de POA após receber ameaças, mas a imprensa esquerdopat…"
"817","MPF INTIMAM FORÇAS ARMADAS BRASILEIRAS , BOLSONARO https://t.co/CrQWCEPK69 via @YouTube"
"818","EXCELENTE COLOCAÇÃO - LEIAM E REPASSEM

Coluna do fubânico Ronald Tito – publicada em 20.11.2017

BOLSONARO É... https://t.co/4BOMNeJ4jD"
"819","A semana em que as primeiras pedras atingiram a vidraça de Jair Bolsonaro https://t.co/jSqZEnnbq1"
"820","@folha Nao decola nunca,Bolsonaro vem ai!"
"821","RT @BolsonaroSP: MOTIVOS QUE ME FAZEM CURTIR BOLSONARO.
*Via @Bopressor20 https://t.co/QepaOEEKo5"
"822","RT @j_otilio: @visaomacro Printei os gastos de alguns deputados do PT , PSOL , REDE , PCdoB e do Jair Bolsonaro... https://t.co/guwgqlhQYg"
"823","Imprensa tem todo direito de investigar Bolsonaro e qualquer candidato a presidente, assim como analisar projetos,… https://t.co/BVvgd0JBvC"
"824","RT @folha: ""Tem que pegar o meu patrimônio. Esquece meus filhos"", diz Bolsonaro https://t.co/B5JJXSxlA7"
"825","RT @ClaGentilli: Repito, as máscaras vão caindo uma a uma. Claro que Bolsonaro não é dono da razão como ninguém é, mas o que tentam fazer c…"
"826","RT @ClaGentilli: Repito, as máscaras vão caindo uma a uma. Claro que Bolsonaro não é dono da razão como ninguém é, mas o que tentam fazer c…"
"827","RT @DCM_online: VÍDEO: “Usei o dinheiro do auxílio moradia pra comer gente, tá satisfeita?”, diz Bolsonaro à repórter da Folha https://t.co…"
"828","RT @mah4154: <ed><U+00A0><U+00BD><ed><U+00B2><U+00AD>

Um desembargador jovem, com rabo preso, pressionado diretamente pela elite e pela imprensa dia e noite, por psicopatas segu…"
"829","RT @conexaopolitica: URGENTE! Juízes federais que julgarão o ex-presidente Lula estão retirando seus familiares de Porto Alegre por causa a…"
"830","RT @maiconkusterkkk: faço piada com feminista: 

kkkkkkk boa maico isso ai humor nao tem limite

faço piada com bolsonaro:

oqqq vç está fa…"
"831","RT @Esseteucu: Debate politico na tv 2018

- candidato quais são suas propostas a respeito da economia deste país? 
 
bolsonaro: https://t.…"
"832","Só o concurso da EsPCEx já é uma grange prova da capacidade dele. Para ser ministro no Brasil, basta ser corrupto.… https://t.co/pISEAf29cW"
"833","RT @roxmo: Jornalista compara ascensão de Bolsonaro à de Hitler https://t.co/BeYPTyzNhW // A velha lei de Godwin"
"834","RT @ClaGentilli: Repito, as máscaras vão caindo uma a uma. Claro que Bolsonaro não é dono da razão como ninguém é, mas o que tentam fazer c…"
"835","RT @mafiasummer: Esse final de semana eu refleti sobre porque eu vou votar no Bolsonaro e cheguei à algumas conclusões. 

Eu poderia votar…"
"836","Bolsonaro disse q usou o auxílio-moradia para “comer gente”. Auxílio-motel!

Jose Simão"
"837","@lucasbento910 Bolsonaro é um puro marketing criado para conquistar o apoio da família tradicional brasileira que e… https://t.co/uctqIonOs5"
"838","RT @BolsonaroSP: MOTIVOS QUE ME FAZEM CURTIR BOLSONARO.
*Via @Bopressor20 https://t.co/QepaOEEKo5"
"839","RT @conexaopolitica: URGENTE! Juízes federais que julgarão o ex-presidente Lula estão retirando seus familiares de Porto Alegre por causa a…"
"840","@portaljovempan Não percam o foco. O mal para o Brasil é o Bolsonaro que defende a propriedade privada, liberdade d… https://t.co/Siu05wJuxH"
"841","Gostei de um vídeo @YouTube https://t.co/nF8IwerfYV VS Bolsonaro"
"842","Interessante o medo da imprensa dos Bolsominios. Há pouco tempo, era proibido sugerir qualquer coisa contra Lula qu… https://t.co/2yunltWAiB"
"843","RT @DCM_online: VÍDEO: “Usei o dinheiro do auxílio moradia pra comer gente, tá satisfeita?”, diz Bolsonaro à repórter da Folha https://t.co…"
"844","RT @thabata_camila: Medo do BOLSONARO ganhar as eleições por causa dessa gente que fica de babaquice achando que tudo é brincadeira"
"845","Olha o Bolsonaro aí gente! https://t.co/0luhZq3UMP"
"846","RT @BlogdoNoblat: E o deputado Jair Bolsonaro, hein? Como vai indo?"
"847","Folha de São Paulo: 
Bolsonaro suspeito de roubar equipamento de Caetano Veloso. https://t.co/uZWuNMvz6D"
"848","RT @BernardoMF: Deputado há 27 anos, Bolsonaro vende a ideia de que é diferente dos outros políticos. Isso explica seu descontrole quando a…"
"849","RT @mah4154: <ed><U+00A0><U+00BD><ed><U+00B2><U+00AD>

Um desembargador jovem, com rabo preso, pressionado diretamente pela elite e pela imprensa dia e noite, por psicopatas segu…"
"850","@blogdosakamoto @leandrofortes Na verdade, companheiro, tudo isso demonstra que o Bolsonaro e seus seguidores, ao q… https://t.co/p66HDw8FGp"
"851","RT @leandroruschel: Juízes federais que julgarão o meliante Lula retiram familiares de POA após receber ameaças, mas a imprensa esquerdopat…"
"852","RT @Estadao: ENTREVISTA: ""PSOL não pode se limitar a ser ‘anti-Bolsonaro""’, diz Juliano Medeiros, presidente do partido https://t.co/WDXCw3…"
"853","RT @mafiasummer: Agora já imaginou o Bolsonaro presidente e a classe artística fazendo protesto contra o fechamento do Minc? 

Ele vai dar…"
"854","RT @BolsonaroSP: MOTIVOS QUE ME FAZEM CURTIR BOLSONARO.
*Via @Bopressor20 https://t.co/QepaOEEKo5"
"855","RT @conexaopolitica: ANÁLISE: A @RedeTV foi a única emissora brasileira em realizar uma cobertura completa sobre os presidenciáveis de 2018…"
"856","RT @maiconkusterkkk: faço piada com feminista: 

kkkkkkk boa maico isso ai humor nao tem limite

faço piada com bolsonaro:

oqqq vç está fa…"
"857","RT @clovisilha: @PietraFerreir16 Há quem tenha se acomodado à doutrinação midiática e repete, repete, repete que Bolsonaro é racista e homo…"
"858","RT @leandroruschel: Juízes federais que julgarão o meliante Lula retiram familiares de POA após receber ameaças, mas a imprensa esquerdopat…"
"859","RT @GuilhermeBoulos: Esse é o nível de Jair Bolsonaro. Deputado há 30 anos que quer se apresentar como novidade, não consegue responder a r…"
"860","RT @conexaopolitica: URGENTE! Juízes federais que julgarão o ex-presidente Lula estão retirando seus familiares de Porto Alegre por causa a…"
"861","RT @tuliomesmo: Bolsonaro (Direita)
Alckmin     (Esquerda)
Marina       (Esquerda)
Ciro            (Esquerda) 
Lula            (Extrema-Esq…"
"862","RT @Esseteucu: Debate politico na tv 2018

- candidato quais são suas propostas a respeito da economia deste país? 
 
bolsonaro: https://t.…"
"863","@RevistaEpoca Primeiro que bolsonaro nem é de direita. Ele acha que é, mas ta mais pra esquerda. Eh isto, próximo"
"864","RT @CarlosBolsonaro: Jornalistas reunidos atacam Bolsonaro. Alguma novidade? Enquanto isso o Brasil sendo saqueado de todas as formas, seja…"
"865","@neusamandrade <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> São Bolsonaro pelo menos p os pais desta molecada"
"866","#Folhalixo - prepare a chupeta também Sr. Joao, pois vai precisar de um consolo quando Bolsonaro ser  presidente. https://t.co/fsZyYEoWlR"
"867","RT @Alexand09137979: @humbertocostapt @ptbrasil Concordo, votaremos Bolsonaro!<ed><U+00A0><U+00BD><ed><U+00B8><U+0086>"
"868","RT @Esseteucu: Debate politico na tv 2018

- candidato quais são suas propostas a respeito da economia deste país? 
 
bolsonaro: https://t.…"
"869","RT @GabrielCEC01: Calendário de 2018:

JANEIRO: LULA PRESO #PTNuncaMais
FEVEREIRO: CARNAVAL
MARÇO: NADA
ABRIL: NADA
MAIO: PREPARATIVOS PRA…"
"870","É aquela história. Eleitor do Bolsonaro nunca foge a regra https://t.co/dPdCbe0gmW"
"871","RT @Bopressor20: Bolsonaro muito preocupado com os ataques da mídia https://t.co/8ttZ7bPDc6"
"872","RT @visaomacro: Mais uma vez estão olhando uma árvore e esquecendo a floresta. Estão falando do gasto do Bolsonaro com passagem aérea mas e…"
"873","Meu presente caso o bolsonaro se eleger presidente!!! <U+2665>
#Bolsonaro2018 https://t.co/DBjBNmS7th"
"874","RT @leandroruschel: Juízes federais que julgarão o meliante Lula retiram familiares de POA após receber ameaças, mas a imprensa esquerdopat…"
"875","RT @correiodobrasil: ‘Racista e mentiroso’, Bolsonaro vai na linha de Hitler, dizem jornalistas https://t.co/YKQyJgGHue https://t.co/IVGyLC…"
"876","RT @conexaopolitica: URGENTE! Juízes federais que julgarão o ex-presidente Lula estão retirando seus familiares de Porto Alegre por causa a…"
"877","RT @patysrovari: Eleitor do Bolsonaro tem, na maioria, o mesmo perfil: ignorância, ausência de inteligência, analfabetismo político, homofo…"
"878","RT @neusamandrade: Bolsonaro pode até não ser o mito, mas já tá fazendo milagre colocando gente pra finalmente aprender o gosto de trabalha…"
"879","@andreazzaeditor Vc acha que na primeira denúncia de uma imprensa muitas vezes tendenciosa, as pessoas deveriam sim… https://t.co/sUORXVnstZ"
"880","RT @PastorMalafaia: Discordar de Bolsonaro é um direito.Ver o jornalismo da folha e do globo em relação a ele é uma vergonha, parcial,tende…"
"881","RT @ThiagoMachado53: Eu pensava que era culpa do Trump e do Bolsonaro https://t.co/WHUXvs2PST"
"882","RT @BernardoMF: Deputado há 27 anos, Bolsonaro vende a ideia de que é diferente dos outros políticos. Isso explica seu descontrole quando a…"
"883","https://t.co/pB0Wv03XZS
#bolsonaro
#direitoshumanos #HumanRightsDay #estupro #video #SegundaComTsunamiSDV #SegundaDetremuraSDV<U+0650>"
"884","RT @tuliomesmo: Bolsonaro (Direita)
Alckmin     (Esquerda)
Marina       (Esquerda)
Ciro            (Esquerda) 
Lula            (Extrema-Esq…"
"885","@arantesbcn Tem sim, eleitores do Bolsonaro."
"886","RT @visaomacro: Gastos com Passagens Aéreas dos Deputados em 2017

Entrei no site da Câmara e procurei a planilha com os gastos dos deputad…"
"887","RT @FOlCEDESP: Os extremos cada vez mais próximos:
Assim como Lula, Jair Bolsonaro não corta a unha do dedinho https://t.co/LL9SYxzSuY"
"888","RT @visaomacro: Já estou de saco cheio de ter que ficar checando denúncias contra o Bolsonaro.

Se a denúncia for mentira e você mostrar a…"
"889","RT @FOlCEDESP: Bolsonaro assedia moça que de tão constrangida, fica imóvel https://t.co/O7XYJBh6JZ"
"890","@BebelSherab Bolsonaro foi enviado por Deus se a Sra não acredita em Deus fique esperando por Lula..."
"891","RT @joomikhail: O povo do RJ elegeu os deputados ..

-Eduardo Cunha
-Jair Bolsonaro 
-Cristiane Brasil 

O povo de SP elegeu 

-Paulo Maluf…"
"892","@Oliveira27M BOLSONARO PRESIDENTE 2018!"
"893","RT @henriolliveira: Respeito quem não vota em Bolsonaro, LÓGICO.

Tenho amigos como @pdevechi e @ajulysantos que cito como exemplos.

Não s…"
"894","RT @BolsonaroSP: MOTIVOS QUE ME FAZEM CURTIR BOLSONARO.
*Via @Bopressor20 https://t.co/QepaOEEKo5"
"895","RT @mafiasummer: Esse final de semana eu refleti sobre porque eu vou votar no Bolsonaro e cheguei à algumas conclusões. 

Eu poderia votar…"
"896","RT @ClaGentilli: Repito, as máscaras vão caindo uma a uma. Claro que Bolsonaro não é dono da razão como ninguém é, mas o que tentam fazer c…"
"897","@CarlosBolsonaro A vida de Bolsonaro será totalmente destrinchada e achincalhada. Entre as “verdades” que dirão con… https://t.co/GRn56CZo1i"
"898","RT @lulafalcao: 470.000 compartilhamentos de reportagens negativas para Bolsonaro e apenas 33.000 positivas. Uma proporção de 14 para 1.  h…"
"899","RT @SaoBlack: Mas tem vagabundo liberal culpando eleitores de Bolsonaro pela divulgação. Gente canalha, tão canallha quanto o noivo e o des…"
"900","RT @nerdloser: que em 2018 a gente tenha a paciência e a serenidade da @mattoso_camila, que entrevistou o Bolsonaro https://t.co/4dClf2qqtg…"
"901","RT @bchartsnet: ""Rachel Sheherazade musa da direita, isso que é mulher de verdade, humilhou as feministas""
*Rachel faz uma crítica ao Bolso…"
"902","RT @anacronices: Mulheres de direita só servem pra eles enquanto reproduzem o discurso opressor. Qualquer sinal de discordância voltam a se…"
"903","RT @pinkyfoda: - po gente e essa história do bolsonaro...

- pois é, esse lula, vo te contar

- mas eu disse bolson...

- o que que tem o l…"
"904","Rondônia também é Bolsonaro
@jairbolsonaro https://t.co/NCQzSHRrPD"
"905","Lucas diz que negou sujeição a Bolsonaro e ‘profetiza’ sobre futuro do PSL: “Vai ser terra arrasada”… https://t.co/P8u3nOmdfF"
"906","RT @PaulaMaris: Adicionei um vídeo a uma playlist @YouTube https://t.co/IPJbivfbMj VS Bolsonaro"
"907","RT @robertvarga2001: Bolsonaro é o otário que achou que podia comer na mesa deles. Puxou o saco de poderosos, tentou se travestir de libera…"
"908","@UOL Chico Barney vc só fala merda!!! Pode ser um dos importante mas igual vc disse que é o mais importante vc está… https://t.co/RjIEWXKc3q"
"909","RT @WinstonLing: Um vídeo com mais de 41 mil compartilhamentos e quase 1 milhão de visualizações em 24 horas vale a pena assistir: BOLSONAR…"
"910","RT @Esseteucu: Debate politico na tv 2018

- candidato quais são suas propostas a respeito da economia deste país? 
 
bolsonaro: https://t.…"
"911","RT @bdinizt: @veramagalhaes Quem ainda não entendeu?

Querem tirar o Bolsonaro do páreo não por aquilo que ele representa mas pelo que ele…"
"912","RT @Esseteucu: Debate politico na tv 2018

- candidato quais são suas propostas a respeito da economia deste país? 
 
bolsonaro: https://t.…"
"913","RT @Juliana_EneaSS: @CarlosBolsonaro @jairbolsonaro eu só sei que a merda que a impressa safada fala mal do Bolsonaro e família + forte ele…"
"914","RT @maiconkusterkkk: faço piada com feminista: 

kkkkkkk boa maico isso ai humor nao tem limite

faço piada com bolsonaro:

oqqq vç está fa…"
"915","RT @brasildevolta: Jovem: Meu tio vai ficar puto...

Bolsonaro: Seu tio é petista?

Jovem: Não, é viado!<ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/Tqsv89HtS2"
"916","@ONUBrasil Quem estava no governo durante esse tempo? Isso mesmo! Jair Bolsonaro. Maldito, poderia evitar a morte d… https://t.co/qZwha3P4wM"
"917","RT @leandroruschel: Juízes federais que julgarão o meliante Lula retiram familiares de POA após receber ameaças, mas a imprensa esquerdopat…"
"918","RT @ConversaAfiada: Servidora fantasma de Bolsonaro teve mais atuação na Câmara que ele
- Sensacionalista https://t.co/bN9fBtZtFC"
"919","@VEJA Ficam atacando o Bolsonaro, Deus castiga viu ?"
"920","RT @mtesperon: Todo mundo deveria parar pra ler essa entrevista com o Bolsonaro porque parece que tão conversando com uma criança (uma cria…"
"921","RT @MajiwkiJacques: Se o crime é justificável no Brasil? Ñ serve prisões, promotores, juízes, advogados, policiais??? Ñ precisa! No Brasil…"
"922","DEM adota bandeira ‘nem Bolsonaro nem PT’ https://t.co/QKQT2uufED https://t.co/BvBVJbW4tC"
"923","RT @correiodobrasil: ‘Racista e mentiroso’, Bolsonaro vai na linha de Hitler, dizem jornalistas https://t.co/YKQyJgGHue https://t.co/IVGyLC…"
"924","RT @Esseteucu: Debate politico na tv 2018

- candidato quais são suas propostas a respeito da economia deste país? 
 
bolsonaro: https://t.…"
"925","RT @bchartsnet: ""Rachel Sheherazade musa da direita, isso que é mulher de verdade, humilhou as feministas""
*Rachel faz uma crítica ao Bolso…"
"926","Prévia das eleições 2018 - pode printar
Bolsonaro não resiste aos ataques da midia tucana, e cai em junho
O eleitor… https://t.co/9TDk1MvhWc"
"927","RT @ClaGentilli: Os ataques a Bolsonaro são contantes, indutivos, quando não mentirosos, logo há a reação natural. Querem agora a todo cust…"
"928","RT @Esseteucu: Debate politico na tv 2018

- candidato quais são suas propostas a respeito da economia deste país? 
 
bolsonaro: https://t.…"
"929","RT @TonyStarkMeta: @DDemocraticos @nilobento @virginiasousa Lula chefe de organização criminosa. Não ama o país, não defende valores. É um…"
"930","@marcelorubens Tadinhos dos bebês, obrigados a vestirem roupas com estampa de Bolsonaro..."
"931","RT @BolsonaroSP: MOTIVOS QUE ME FAZEM CURTIR BOLSONARO.
*Via @Bopressor20 https://t.co/QepaOEEKo5"
"932","RT @conexaopolitica: URGENTE! Juízes federais que julgarão o ex-presidente Lula estão retirando seus familiares de Porto Alegre por causa a…"
"933","RT @BolsonaroSP: MOTIVOS QUE ME FAZEM CURTIR BOLSONARO.
*Via @Bopressor20 https://t.co/QepaOEEKo5"
"934","RT @BolsonaroSP: MOTIVOS QUE ME FAZEM CURTIR BOLSONARO.
*Via @Bopressor20 https://t.co/QepaOEEKo5"
"935","RT @BolsonaroSP: MOTIVOS QUE ME FAZEM CURTIR BOLSONARO.
*Via @Bopressor20 https://t.co/QepaOEEKo5"
"936","@ContraomovNegro Tu não sabe nem o que é movimento negro, é só um adolescente emocionado de internet eleitor de bolsonaro que ainda nem vota"
"937","RT @maiconkusterkkk: faço piada com feminista: 

kkkkkkk boa maico isso ai humor nao tem limite

faço piada com bolsonaro:

oqqq vç está fa…"
"938","RT @JohnnyWiIco: @CrisCavalcanthi @allexandrelluz @RevistaEpoca Os fãs do Bolsonaro, como o próprio Bolsonaro, não resistem a uma sequência…"
"939","RT @Esseteucu: Debate politico na tv 2018

- candidato quais são suas propostas a respeito da economia deste país? 
 
bolsonaro: https://t.…"
"940","RT @PietraFerreir16: Bolsonaro vive divulgando conteúdo na página. Aí vem uns bunda mole perguntando sobre o que ele fala...
Normal de preg…"
"941","RT @SPD_33: <ed><U+00A0><U+00BD><ed><U+00B4><U+00B0>O país se tornou um caos por conta da ideologia marxista, isso cria dicotomia na mente da população a ponte de estarmos, sem p…"
"942","RT @maiconkusterkkk: faço piada com feminista: 

kkkkkkk boa maico isso ai humor nao tem limite

faço piada com bolsonaro:

oqqq vç está fa…"
"943","@Estadao Antes de 2011 Olavo era mais conhecido como Astrólogo participante de programas exotéricos. Bolsonaro dest… https://t.co/XtuH9hrb5A"
"944","RT @CarlosBolsonaro: Jornalistas reunidos atacam Bolsonaro. Alguma novidade? Enquanto isso o Brasil sendo saqueado de todas as formas, seja…"
"945","RT @BolsonaroSP: MOTIVOS QUE ME FAZEM CURTIR BOLSONARO.
*Via @Bopressor20 https://t.co/QepaOEEKo5"
"946","@OGloboPolitica Bolsonaro ganhará de goleada e você( Bolo Fofo)será preso pelo Mourao por falar que o povo não opin… https://t.co/Rdhc33s3Ms"
"947","RT @pauloap: ASSISTAM ESSE VÍDEO

Jair Bolsonaro falando tudo o que pensa: ""Só a morte me tira do debate, estou ansioso pra falar tudo que…"
"948","RT @pacefeco: 28 mil já é 10 vezes a amostra média que a Folha usa. Destaque-se que seus leitores são franca  maioria Bolsonaro. Até pq, os…"
"949","RT @tuliomesmo: Bolsonaro (Direita)
Alckmin     (Esquerda)
Marina       (Esquerda)
Ciro            (Esquerda) 
Lula            (Extrema-Esq…"
"950","RT @IvanValente: Bolsonaro se deteriorou na imprensa e entre seus seguidores.Depois de agredir e insultar uma jornalista dizendo q usava o…"
"951","Querido Tony a IMPRENSA está preocupada com o Bolsonaro, os BANDIDOS da esquerda ROUBARAM BILHÕES de DÓLARES, estão… https://t.co/zotOUVM6bc"
"952","RT @TonyStarkMeta: Aprendam. Estão querendo comparar Bolsonaro a Lula. Essa comparação é abjeta. Chamam Bolsonaro de populista, ele não é p…"
"953","RT @BlogdoNoblat: Meus parabéns aos eleitores de Bolsonaro. Vcs deram um impressionante exemplo de mobilização ao responderem à enquete do…"
"954","@cacotimaotimao @RevistaEpoca Por isso, fora bolsonaro!"
"955","RT @ClaGentilli: Os ataques a Bolsonaro são contantes, indutivos, quando não mentirosos, logo há a reação natural. Querem agora a todo cust…"
"956","RT @VoteBolsonaro: JAIR BOLSONARO PRESIDENTE DO BRASIL EM 2018. CHEGOU A HORA DE LUTAR! https://t.co/D2CvXE5eiO"
"957","RT @BlogdoNoblat: Meus parabéns aos eleitores de Bolsonaro. Vcs deram um impressionante exemplo de mobilização ao responderem à enquete do…"
"958","RT @ClaGentilli: Os ataques a Bolsonaro são contantes, indutivos, quando não mentirosos, logo há a reação natural. Querem agora a todo cust…"
"959","RT @brubas: A ironia do deputado Jair Bolsonaro só causou raiva porque ele disse que estava comendo gente. Se tivesse dito que estava sendo…"
"960","RT @mafiasummer: Esse final de semana eu refleti sobre porque eu vou votar no Bolsonaro e cheguei à algumas conclusões. 

Eu poderia votar…"
"961","RT @comunacritico: Bastou divulgarem o patrimônio de Jair Bolsonaro que seus seguidores se transformaram em profissionais imobiliários com…"
"962","RT @Esseteucu: Debate politico na tv 2018

- candidato quais são suas propostas a respeito da economia deste país? 
 
bolsonaro: https://t.…"
"963","@MBLivre - FORÇA BOLSONARO. NENHUM OUTRO POLÍTICO VAI TIRAR O BRASIL DO BURACO COM MAIS PROMESSAS MENTIROSAS E O ME… https://t.co/UWfecpwSwn"
"964","RT @maiconkusterkkk: faço piada com feminista: 

kkkkkkk boa maico isso ai humor nao tem limite

faço piada com bolsonaro:

oqqq vç está fa…"
"965","RT @jose_simao: Bolsonaro disse q usou o auxílio-moradia para “comer gente”. Auxílio-motel!"
"966","RT @BolsonaroSP: MOTIVOS QUE ME FAZEM CURTIR BOLSONARO.
*Via @Bopressor20 https://t.co/QepaOEEKo5"
"967","RT @FranRenno: Matheus Faria Carneiro, namorado de Rachel Sherazade, é registrador civil e tabelião titular do Ofício do 2º Distrito de Ang…"
"968","RT @BolsonaroSP: MOTIVOS QUE ME FAZEM CURTIR BOLSONARO.
*Via @Bopressor20 https://t.co/QepaOEEKo5"
"969","RT @visaomacro: Mais uma vez estão olhando uma árvore e esquecendo a floresta. Estão falando do gasto do Bolsonaro com passagem aérea mas e…"
"970","RT @ClaGentilli: Os ataques a Bolsonaro são contantes, indutivos, quando não mentirosos, logo há a reação natural. Querem agora a todo cust…"
"971","@carloscamargo Alguém dê um Casio original pro bolsonaro hahahaha meu deus do céu, Aqua é sacanagem <ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3>"
"972","RT @teresinhalopes: Eu queria um pente fino  na vida pregressa dos outros candidatos a presidente além de Jair Bolsonaro ...quem se habilit…"
"973","RT @BolsonaroSP: MOTIVOS QUE ME FAZEM CURTIR BOLSONARO.
*Via @Bopressor20 https://t.co/QepaOEEKo5"
"974","É... Coisas acontecendo nos bastidores e o FOCO, o ASSUNTO MAIS IMPORTANTE do momento é a mansão do Bolsonaro, brig… https://t.co/IuRKWHPHZH"
"975","@falandoverdes2 @leandrofortes Arrisco dizer que o personagem criado pelo deputado Bolsonaro perdeu o rumo."
"976","Não tô preocupada com o quê as pessoas fazem na cama nem com quem.
Estou querendo saber porquê ela mudou Depois do… https://t.co/bmElxc2Ra5"
"977","RT @tuliomesmo: Bolsonaro (Direita)
Alckmin     (Esquerda)
Marina       (Esquerda)
Ciro            (Esquerda) 
Lula            (Extrema-Esq…"
"978","RT @TonyStarkMeta: Se só o Palocci tinha. 1,3 bilhões, de DÓLARES. 
Imagina o chefe. O Molusco. 

Vamos calcular que tivesse ele tivesse o…"
"979","RT @FranRenno: Matheus Faria Carneiro, namorado de Rachel Sherazade, é registrador civil e tabelião titular do Ofício do 2º Distrito de Ang…"
"980","RT @VoteBolsonaro: JAIR BOLSONARO PRESIDENTE DO BRASIL EM 2018. CHEGOU A HORA DE LUTAR! https://t.co/D2CvXE5eiO"
"981","RT @conexaopolitica: URGENTE! Juízes federais que julgarão o ex-presidente Lula estão retirando seus familiares de Porto Alegre por causa a…"
"982","Ela conseguiu mais patrimônio SEM TRABALHAR do que o Bolsonaro em 27 anos recebendo como parlamentar, lembrando que… https://t.co/J8n6lFvaOg"
"983","RT @FOlCEDESP: Os extremos cada vez mais próximos:
Assim como Lula, Jair Bolsonaro não corta a unha do dedinho https://t.co/LL9SYxzSuY"
"984","""Hearing political leaders - as Mr Bolsonaro in Brazil - legitimate the dictatorship is a dangerous issue. Big ques… https://t.co/kaG8JqQLQz"
"985","Começar a segunda abrindo os jornais e dando de cara com uma foto do bolsonaro: não recomendo.Diria até que é mau presságio."
"986","RT @BlogdoNoblat: Meus parabéns aos eleitores de Bolsonaro. Vcs deram um impressionante exemplo de mobilização ao responderem à enquete do…"
"987","RT @jose_simao: Bolsonaro contrata exorcista para se livrar de funcionária fantasma! @revistapiaui https://t.co/Njarmf7DWi"
"988","RT @ClaGentilli: Repito, as máscaras vão caindo uma a uma. Claro que Bolsonaro não é dono da razão como ninguém é, mas o que tentam fazer c…"
"989","RT @BlogdoNoblat: Meus parabéns aos eleitores de Bolsonaro. Vcs deram um impressionante exemplo de mobilização ao responderem à enquete do…"
"990","RT @FOlCEDESP: Deputado milionário:
Bolsonaro teria pago 140 milhões de cruzeiros em sua primeira casa https://t.co/hlSETk18OH"
"991","MPF INTIMAM FORÇAS ARMADAS BRASILEIRAS , BOLSONARO https://t.co/kryAlrpUTV via @YouTube"
"992","RT @conexaopolitica: URGENTE! Juízes federais que julgarão o ex-presidente Lula estão retirando seus familiares de Porto Alegre por causa a…"
"993","@coyotenando @AndreTerra77 @mafiasummer @Felippe_Hermes Ele nao tava na votaçao da terceirizacao, Eduardo Bolsonaro estava e votou a favor"
"994","RT @tuliomesmo: Bolsonaro (Direita)
Alckmin     (Esquerda)
Marina       (Esquerda)
Ciro            (Esquerda) 
Lula            (Extrema-Esq…"
